"사업유형","사업번호","사업계획변경순번","사업년도","계속사업여부","계속사업시작연도","사업유형코드","비예산여부","특수사업명코드","사업명","관활시도명","시군구코드","관할시군구","기관ID","수행기관관활시도명","수행기관시군구","사업기간시작일","사업기간종료일","사업계획서상태코드","목표일자리수","최초등록첨부파일","최근승인첨부파일","삭제여부"
시장형,"2023-09376",1,"2023",Y,"2016",기타(E-19),N,"105001",실버마을작업장사업,부산광역시,"2647000000",연제구,"0000700",부산광역시,연제구,2023-01-01 00:00:00.000,2023-12-31 00:00:00.000,승인완료,118,"2023년 실버마을작업장사업 사업계획서.hwp",,N
사회서비스형,"2023-09435",3,"2023",N,"2023",공공행정업무지원(B-12),N,"105001",장기요양서비스지원,부산광역시,"2644000000",강서구,"0002764",부산광역시,강서구,2023-01-09 00:00:00.000,2023-12-31 00:00:00.000,승인완료,5,"2023년사회서비스형사업계획서(장기요양).hwp","2023년사회서비스형사업계획서(장기요양).hwp",N
시장형,"2023-09437",3,"2023",Y,"2019",기타(E-19),N,"105001",도·소매 및 유통 판매 사업(온달유통),서울특별시,"1121500000",광진구,"0172086",서울특별시,광진구,2023-01-01 00:00:00.000,2023-12-31 00:00:00.000,승인완료,7,"2023년 온달유통 사업계획서__f.hwp",,N
시장형,"2023-09483",3,"2023",Y,"2012",간식류(E-01),N,"105001",늘해랑만두,경기도,"4119000000",부천시,"0000071",경기도,부천시,2023-01-01 00:00:00.000,2023-12-31 00:00:00.000,승인완료,15,"2023년+시장형+사업계획서(늘해랑만두).hwp","2023년 시장형 사업계획서(늘해랑만두).hwp",N
시장형,"2023-09550",1,"2023",Y,"2015",기타(E-19),N,"105001",광명실버방역사업단,경기도,"4121000000",광명시,"0001904",경기도,광명시,2023-01-01 00:00:00.000,2023-12-31 00:00:00.000,승인완료,8,[소하노인] 2023년 시장형 사업계획서_방역사업단.hwp,,N
사회서비스형,"2023-09622",3,"2023",N,"2023",안전관리지원(B-10),N,"105001",시니어 승강기안전단,서울특별시,"1117000000",용산구,"0002394",서울특별시,용산구,2023-02-01 00:00:00.000,2023-11-30 00:00:00.000,승인완료,35,"2023년 사회서비스형 사업계획서(승강기안전지원).hwp","2023년 사회서비스형 수정사업계획서(시니어승강기안전단)완 (1).hwp",N
사회서비스형,"2023-09673",1,"2023",Y,"2019",장애인 서비스 지원(B-06),N,"105001",대덕구사회서비스지원사업,대전광역시,"3023000000",대덕구,"0002201",대전광역시,대덕구,2023-01-01 00:00:00.000,2023-12-31 00:00:00.000,승인완료,98,"2023년 사회서비스형 사업계획서 - 대덕구사회서비스지원사업.hwp",,N
시장형,"2023-09995",7,"2023",Y,"2019",카페(E-08),N,"105001",실버카페(카페디노진주),경상남도,"4817000000",진주시,"0001305",경상남도,진주시,2023-01-01 00:00:00.000,2023-12-31 00:00:00.000,승인완료,12,"2023 카페디노진주 사업게획서_최종.hwp","2023 카페디노진주 사업게획서.hwp",N
공익활동형,"2023-09997",6,"2023",Y,"2020",공원 놀이터 등 공공시설 봉사(A-13),N,"105001",시설관리활동팀,경상남도,"4812000000",창원시,"0224084",경상남도,창원시,2023-01-09 00:00:00.000,2023-12-31 00:00:00.000,승인완료,74,"2023년+시설관리활동팀+사업계획서(12.16).hwp","2023년+시설관리활동팀+사업계획서(23.12.12).hwp",N
공익활동형,"2023-10003",5,"2023",Y,"2020",공원 놀이터 등 공공시설 봉사(A-13),N,"105001",승강장을누비자활동팀,경상남도,"4812000000",창원시,"0224084",경상남도,창원시,2023-01-09 00:00:00.000,2023-12-31 00:00:00.000,승인완료,91,"2023년 승강장을누비자활동팀 사업계획서(12.12).hwp","2023년 승강장을누비자활동팀 사업계획서(23.12.12).hwp",N
공익활동형,"2023-10016",5,"2023",Y,"2020",청소년선도 봉사(A-05),N,"105001",한울타리활동팀,경상남도,"4812000000",창원시,"0224084",경상남도,창원시,2023-01-09 00:00:00.000,2023-12-31 00:00:00.000,승인완료,89,"2023년 한울타리활동팀 사업계획서(12.14).hwp","2023년 한울타리활동팀 사업계획서(23.12.12).hwp",N
시장형,"2023-10219",1,"2023",Y,"2014",봉제제품(E-06),N,"105001",미싱씨스터즈,서울특별시,"1171000000",송파구,"0002500",서울특별시,송파구,2023-01-02 00:00:00.000,2023-12-31 00:00:00.000,승인완료,10,"2023년 미싱씨스터즈 사업계획서.hwp",,N
사회서비스형,"2023-10220",3,"2023",Y,"2020",노인 관련 시설지원(B-07),N,"105001",노인지원서비스,경상남도,"4882000000",고성군,"0246083",경상남도,고성군,2023-01-09 00:00:00.000,2023-12-31 00:00:00.000,승인완료,24,"2023년 노인지원서비스사업계획서.hwp",,N
시장형,"2023-10229",4,"2023",Y,"2021",카페(E-08),N,"105001",콩카페 2호점(보람점),세종특별자치시,"3611000000",세종시,"0072083",세종특별자치시,세종시,2023-01-01 00:00:00.000,2023-12-31 00:00:00.000,승인완료,10,"2023년 사업계획서_콩카페 2호점(보람점).hwp","2023년 변경사업계획서_콩카페 2호점(보람점).hwp",N
사회서비스형,"2023-10232",2,"2023",Y,"2022",기타(B-15),N,"105001",행복빨래방,경상남도,"4882000000",고성군,"0246083",경상남도,고성군,2023-01-09 00:00:00.000,2023-12-31 00:00:00.000,승인완료,26,"2023년 행복빨래방사업계획서.hwp",,N
사회서비스형,"2023-09819",4,"2023",Y,"2020",노인맞춤돌봄서비스 지원(B-08),N,"105001",사회서비스형 노인맞춤돌봄서비스지원사업,서울특별시,"1153000000",구로구,"0000006",서울특별시,구로구,2023-02-01 00:00:00.000,2023-12-31 00:00:00.000,승인완료,10,"2023 사회서비스형 노인맞춤돌봄서비스지원사업 계획서.hwp","2023년 사회서비스형 노인맞춤돌봄서비스지원사업 계획서.hwp",N
시장형,"2023-09994",2,"2023",Y,"2020",카페(E-08),N,"105001",웰빙식품 및 커피 제조 판매(웰빙카페),전라북도,"4513000000",군산시,"0002251",전라북도,군산시,2023-01-09 00:00:00.000,2023-12-31 00:00:00.000,승인완료,7,"2023년+사업계획서(웰빙카페).hwp",,N
공익활동형,"2023-10004",4,"2023",Y,"2018",지역사회 환경개선 봉사(A-16),N,"105001",아름다운 마을 만들기,전라남도,"4686000000",함평군,"0000391",전라남도,함평군,2023-01-02 00:00:00.000,2023-12-31 00:00:00.000,승인완료,609,"2023년 아름다운 마을만들기 사업계획서.hwp","2023년+아름다운+마을만들기+사업계획서 수정.hwp",N
공익활동형,"2023-10033",2,"2023",Y,"2020",공원 놀이터 등 공공시설 봉사(A-13),N,"105001",우리아이지킴이할매할배,경상북도,"4717000000",안동시,"0000759",경상북도,안동시,2023-01-16 00:00:00.000,2023-12-29 00:00:00.000,승인완료,42,"23년사업계획서)우리아이지킴이할매할배.hwp",,N
시장형,"2023-09609",2,"2023",Y,"2018",기타(E-19),N,"105001",노인일자리서포터즈사업,대전광역시,"3023000000",대덕구,"0002201",대전광역시,대덕구,2023-01-01 00:00:00.000,2023-12-31 00:00:00.000,승인완료,52,"2023년 노인일자리서포터즈 사업계획서.hwp",,N
사회서비스형,"2023-09842",2,"2023",Y,"2020",안전관리지원(B-10),N,"105001",시니어안전모니터링,충청남도,"4481000000",예산군,"0001959",충청남도,예산군,2023-01-01 00:00:00.000,2023-12-31 00:00:00.000,승인완료,10,시니어안전모니터링.hwp,시니어안전모니터링.hwp,N
사회서비스형,"2023-10227",3,"2023",Y,"2019",청소년 시설 지원(B-03),N,"105001",시니어 청소년시설지원,부산광역시,"2614000000",서구,"0000153",부산광역시,서구,2023-01-09 00:00:00.000,2023-12-31 00:00:00.000,승인완료,30,(23)시니어청소년시설지원 사업계획서.hwp,(23)시니어청소년시설지원 사업계획서-2차수정.hwp,N
공익활동형,"2023-10250",3,"2023",Y,"2006",공공의료 및 복지시설 봉사(A-15),N,"105001",보건진료소 안전지킴이,전라남도,"4691000000",신안군,"0000396",전라남도,신안군,2023-01-02 00:00:00.000,2023-12-31 00:00:00.000,승인완료,18,(수정)2023년 노인 공익활동 사업계획서(A-15 보건진료소안전지킴이-19명)_신안군20221214.hwp,(수정3)2023년 노인 공익활동 사업계획서(A-15 보건진료소안전지킴이-18명)_신안군20230103.hwp,N
공익활동형,"2023-10256",2,"2023",Y,"2016",노노케어(A-01),N,"105001",노노케어,경기도,"4136000000",남양주시,"0000068",경기도,남양주시,2023-01-09 00:00:00.000,2023-12-29 00:00:00.000,승인완료,40,"2023년_공익활동+사업계획+수립+및+심사계획(노노케어).hwp","2023년_공익활동+사업계획+수립+및+심사계획(노노케어).hwp",N
사회서비스형,"2023-09982",1,"2023",Y,"2021",온종일돌봄 시설 지원(B-02),N,"105001",아이사랑돌보미,경상북도,"4723000000",영천시,"0110084",경상북도,영천시,2023-01-18 00:00:00.000,2023-12-05 00:00:00.000,승인완료,16,"2023년_아이사랑돌보미_사업계획서.hwp",,N
공익활동형,"2023-10040",2,"2023",Y,"2016",공공의료 및 복지시설 봉사(A-15),N,"105001",어르신수호천사,경상북도,"4717000000",안동시,"0000759",경상북도,안동시,2023-01-16 00:00:00.000,2023-12-29 00:00:00.000,승인완료,148,"23년사업계획서)어르신수호천사.hwp",,N
공익활동형,"2023-10126",4,"2023",Y,"2018",공공의료 및 복지시설 봉사(A-15),N,"105001",복지시설 급식도우미,전라남도,"4615000000",순천시,"0002673",전라남도,순천시,2023-01-09 00:00:00.000,2023-12-15 00:00:00.000,승인완료,100,"2023년 노인일자리 사업계획서(복지시설 급식도우미)_최종.hwp","2023년 노인일자리 변경 사업계획서(복지시설 급식도우미).hwp",N
공익활동형,"2023-10233",4,"2023",Y,"2020",지역사회 환경개선 봉사(A-16),N,"105001",마을안길 환경지킴이,충청남도,"4427000000",당진시,"0002623",충청남도,당진시,2023-03-01 00:00:00.000,2023-12-31 00:00:00.000,승인완료,90,"2023마을안길 사업계획서 수정본.hwp","2023마을안길+사업계획서+수정본.hwp",N
사회서비스형,"2023-10047",2,"2023",N,"2023",공공행정업무지원(B-12),N,"105001",은빛 탐방 도우미,전라북도,"4580000000",부안군,"0000866",전라북도,부안군,2023-01-09 00:00:00.000,2023-12-31 00:00:00.000,승인완료,8,"2023년은빛탐방도우미.hwp",(20230221) 은빛탐방도우미사업계획서.hwp,N
공익활동형,"2023-10100",1,"2023",Y,"2016",지역사회 환경개선 봉사(A-16),N,"105001",생활주변시설물괌리사업,대전광역시,"3011000000",동구,"0000267",대전광역시,동구,2023-01-09 00:00:00.000,2023-12-29 00:00:00.000,임시,1300,"2023년생활주변시설물관리사업+사업계획서(4)-1212편집.hwp",,Y
공익활동형,"2023-10046",4,"2023",Y,"2022",지역사회 환경개선 봉사(A-16),N,"105001",커피박새활용사업,광주광역시,"2915500000",남구,"0000159",광주광역시,남구,2023-01-09 00:00:00.000,2023-12-29 00:00:00.000,승인완료,20,"2023년 커피찌꺼기 새활용 사업 사업계획서.hwp","07. 2023년 커피찌꺼기 새활용 사업 사업계획서(변경).hwp",N
공익활동형,"2023-10115",5,"2023",Y,"2016",노노케어(A-01),N,"105001",노노케어활동(금빛),경상남도,"4817000000",진주시,"0000492",경상남도,진주시,2023-01-09 00:00:00.000,2023-12-14 00:00:00.000,승인완료,65,"2023년 노노케어활동(금빛) 사업계획서.hwp","2023년 노노케어활동(금빛) 사업계획서.hwp",N
공익활동형,"2023-10159",2,"2023",Y,"2019",공원 놀이터 등 공공시설 봉사(A-13),N,"105001",재래시장관리지원사업,경상북도,"4723000000",영천시,"0110084",경상북도,영천시,2023-01-11 00:00:00.000,2023-12-08 00:00:00.000,승인완료,33,"2023년_재래시장_사업계획서-12.12.hwp","2023년_재래시장_사업계획서1.5.hwp",N
공익활동형,"2023-10206",2,"2023",Y,"2022",시범사업(A-27),N,"105001",똑!똑! 노장천사,충청북도,"4315000000",제천시,"0000698",충청북도,제천시,2023-01-01 00:00:00.000,2023-12-31 00:00:00.000,승인완료,20,"2023년+노-장케어+사업계획서(1).hwp",,N
시장형,"2023-17555",4,"2023",N,"2023",카페(E-08),N,"105001",북카페,경기도,"4163000000",양주시,"0758083",경기도,양주시,2023-01-02 00:00:00.000,2023-12-31 00:00:00.000,변경심사요청,18,"23년+북카페+사업계획서(18명).hwp",,N
사회서비스형,"2023-10277",2,"2023",Y,"2022",공공행정업무지원(B-12),N,"105001",우체국행정업무도우미,전라남도,"4691000000",신안군,"0000396",전라남도,신안군,2023-02-01 00:00:00.000,2023-12-29 00:00:00.000,승인완료,6,(수정)2023년 사회서비스형 사업계획서(B-12 우체국행정업무도우미-6명__신안군20221214.hwp,,N
공익활동형,"2023-10127",3,"2023",Y,"2015",경륜전수 활동(A-23),N,"105001",할머니랑 이야기보따리 활동,경상남도,"4817000000",진주시,"0000492",경상남도,진주시,2023-01-09 00:00:00.000,2023-12-14 00:00:00.000,승인완료,12,"2023년 할머니랑이야기보따리 사업계획서.hwp","2023년 할머니랑이야기보따리 사업계획서(수정).hwp",N
사회서비스형,"2023-10359",2,"2023",Y,"2021",노인일자리 담당자 업무지원(B-14),N,"105001",노인일자리업무지원단,경기도,"4139000000",시흥시,"0001128",경기도,시흥시,2023-02-01 00:00:00.000,2023-12-28 00:00:00.000,승인완료,5,"2023년 사회서비스형 사업계획서(노인일자리업무지원).hwp",,N
공익활동형,"2023-10361",3,"2023",N,"2023",기타(A-19),N,"105001",폐농자재관리사업,경상북도,"4772000000",군위군,"0001504",경상북도,군위군,2023-01-01 00:00:00.000,2023-12-31 00:00:00.000,승인완료,160,A-19)2023 폐농자재관리사업(수정).hwp,A-19)2023+폐농자재관리사업(3차 수정).hwp,N
사회서비스형,"2023-10363",1,"2023",Y,"2022",장애인 서비스 지원(B-06),N,"105001",장애인시설지원사업,경상남도,"4873000000",함안군,"0517083",경상남도,함안군,2023-01-09 00:00:00.000,2023-10-31 00:00:00.000,임시,18,"2023년+장애인시설지원+계획서.hwp",,Y
공익활동형,"2023-10081",3,"2023",N,"2023",노노케어(A-01),N,"105001",건강과 돌봄 건강리더 노인일자리 사업,경기도,"4155000000",안성시,"0702083",경기도,안성시,2023-01-12 00:00:00.000,2023-12-31 00:00:00.000,승인완료,40,"2023년_안성의료사협  공익형 사업계획서.hwp",,N
시장형,"2023-10140",2,"2023",Y,"2019",카페(E-08),N,"105001",카페모람,경상북도,"4723000000",영천시,"0110084",경상북도,영천시,2023-01-02 00:00:00.000,2023-12-31 00:00:00.000,승인완료,16,"2023년+카페모람+사업계획서.hwp",,N
시장형,"2023-10147",1,"2023",Y,"2019",기타(E-19),N,"105001",시니어클린사업단,경상북도,"4723000000",영천시,"0110084",경상북도,영천시,2023-01-02 00:00:00.000,2023-12-29 00:00:00.000,임시,10,"2023년+시니어클린+사업계획서.hwp",,Y
사회서비스형,"2023-10366",2,"2023",N,"2023",공공행정업무지원(B-12),N,"105001",실버연금가이드,경기도,"4139000000",시흥시,"0001128",경기도,시흥시,2023-02-01 00:00:00.000,2023-12-11 00:00:00.000,승인완료,3,"2023년 사회서비스형 사업계획서(실버연금가이드).hwp",,N
공익활동형,"2023-08902",2,"2023",Y,"2012",공공의료 및 복지시설 봉사(A-15),N,"105001",프렌즈헬퍼(복지시설지원),경기도,"4113000000",성남시,"0002254",경기도,성남시,2023-01-01 00:00:00.000,2023-12-31 00:00:00.000,승인완료,70,"2023년 노인 공익활동 사업계획서(복지시설).hwp","2023년 노인 공익활동 사업계획서(복지시설).hwp",N
공익활동형,"2023-09095",2,"2023",Y,"2017",학교급식 지원봉사(A-07),N,"105001",초등학교 급식도우미,서울특별시,"1162000000",관악구,"0000736",서울특별시,관악구,2023-01-02 00:00:00.000,2023-12-29 00:00:00.000,승인완료,28,"2023년+급식도우미 (1).hwp",,N
시장형,"2023-10123",1,"2023",N,"2023",음식점(E-09),N,"105001","625막걸리",부산광역시,"2617000000",동구,"0000036",부산광역시,동구,2023-01-01 00:00:00.000,2023-12-31 00:00:00.000,임시,12,"2023년 625막걸리 시장형사업단 사업계획서.hwp",,Y
공익활동형,"2023-10125",2,"2023",Y,"2006",스쿨존교통지원 봉사(A-08),N,"105001",스쿨존교통지원,세종특별자치시,"3611000000",세종시,"0000498",세종특별자치시,세종시,2023-01-01 00:00:00.000,2023-12-31 00:00:00.000,승인완료,145,"2023년 노인 공익활동 사업계획서+(스쿨존교통지원)_12.12.hwp","2023년 노인 공익활동 사업계획서 (스쿨존교통지원)_변경_1113.hwp",N
공익활동형,"2023-10376",2,"2023",Y,"2020",지역사회 환경개선 봉사(A-16),N,"105001",꽃길가꾸기,충청북도,"4380000000",단양군,"0001317",충청북도,단양군,2023-01-01 00:00:00.000,2023-12-31 00:00:00.000,승인완료,187,꽃길가꾸기.hwpx,,N
사회서비스형,"2023-10383",3,"2023",Y,"2020",기타(B-15),N,"105001",사회서비형(시설지원도우미),충청북도,"4380000000",단양군,"0001317",충청북도,단양군,2023-02-01 00:00:00.000,2023-12-31 00:00:00.000,승인완료,80,사회서비스형.hwpx,사회서비스형.hwpx,N
사회서비스형,"2023-10394",2,"2023",Y,"2020",보육시설(어린이집 등) 지원(B-01),N,"105001",보육시설지원,전라남도,"4679000000",화순군,"0000385",전라남도,화순군,2023-01-01 00:00:00.000,2023-12-31 00:00:00.000,승인완료,62,사업계획서(보육시설).hwp,,N
사회서비스형,"2023-09538",2,"2023",N,"2023",기타(B-15),N,"105001",나누리 안심보안관,서울특별시,"1123000000",동대문구,"0342083",서울특별시,동대문구,2023-02-01 00:00:00.000,2023-12-29 00:00:00.000,승인완료,45,"2023년+사회서비스형(나누리안심보안관).hwp","2023+사회서비스형+안심보안관+변경계획(202311).hwp",N
시장형,"2023-09618",2,"2023",Y,"2020",카페(E-08),N,"105001",카페어울림(부평우체국점),인천광역시,"2823700000",부평구,"0001917",인천광역시,부평구,2023-01-01 00:00:00.000,2023-12-31 00:00:00.000,승인완료,10,"2023년_카페어울림(부평우체국점)_사업계획서_v1.hwp",,N
사회서비스형,"2023-09800",1,"2023",Y,"2020",기타(B-15),N,"105001",노인무료급식시설지원,전라남도,"4672000000",곡성군,"0000172",전라남도,곡성군,2023-03-01 00:00:00.000,2023-12-31 00:00:00.000,승인완료,23,"2023년 노인무료급식시설지원사업계획서(사회서비스형).hwpx",,N
공익활동형,"2023-09851",4,"2023",Y,"2014",노노케어(A-01),N,"105001","9988행복지키미",충청북도,"4380000000",단양군,"0000488",충청북도,단양군,2023-01-01 00:00:00.000,2023-12-31 00:00:00.000,승인완료,392,"23년 9988행복지키미사업계획서-(대한노인회단양군지회).hwp","23. 9988행복지키미 사업변경 계획(대한노인회단양군지회).hwp",N
공익활동형,"2023-09902",1,"2023",Y,"2017",보육시설 봉사(A-10),N,"105001",보육시설도우미,부산광역시,"2650000000",수영구,"0000952",부산광역시,수영구,2023-01-09 00:00:00.000,2023-12-29 00:00:00.000,임시,64,(보육)2023년 노인 공익활동 사업계획서.hwpx,,Y
공익활동형,"2023-09967",2,"2023",Y,"2019",노노케어(A-01),N,"105001",노노케어,경상북도,"4723000000",영천시,"0110084",경상북도,영천시,2023-01-11 00:00:00.000,2023-12-05 00:00:00.000,승인완료,71,"2023년_노노케어_사업계획서.hwp","2023년_노노케어_사업계획서(변경).hwp",N
사회서비스형,"2023-10026",1,"2023",Y,"2021",취약계층 공익증진 서비스(B-09),N,"105001",사랑도우미,경상북도,"4723000000",영천시,"0110084",경상북도,영천시,2023-01-18 00:00:00.000,2023-12-27 00:00:00.000,승인완료,14,"2023년_사랑도우미+사업계획서.hwp",,N
공익활동형,"2023-10034",1,"2023",Y,"2007",문화재시설 봉사(A-14),N,"105001",문화재환경지킴이,전라남도,"4686000000",함평군,"0000955",전라남도,함평군,2023-01-02 00:00:00.000,2023-12-31 00:00:00.000,승인완료,28,"2023년 문화재환경지킴이.hwp",,N
공익활동형,"2023-10035",3,"2023",Y,"2022",공원 놀이터 등 공공시설 봉사(A-13),N,"105001",강변관리단,경상북도,"4723000000",영천시,"0110084",경상북도,영천시,2023-01-12 00:00:00.000,2023-12-08 00:00:00.000,승인완료,169,"2023년_강변관리단_사업계획서.hwp","2023년+강변변경사업계획서.hwp",N
공익활동형,"2023-10038",2,"2023",Y,"2021",공원 놀이터 등 공공시설 봉사(A-13),N,"105001",안산숲사랑,서울특별시,"1141000000",서대문구,"0078083",서울특별시,서대문구,2023-02-01 00:00:00.000,2023-12-31 00:00:00.000,승인완료,57,사업계획서_공익형_안산숲사랑_수정.hwp,"2.사업계획서_공익형_안산숲사랑_수정사업계획서.hwp",N
시장형,"2023-10245",4,"2023",Y,"2011",카페(E-08),N,"105001",여민동락북카페,경기도,"4111000000",수원시,"0001061",경기도,수원시,2023-01-01 00:00:00.000,2023-12-31 00:00:00.000,승인완료,10,"2023년 여민동락북카페 사업계획서.hwp","2023년+여민동락북카페+사업계획서 수정.hwp",N
시장형,"2023-10248",4,"2023",Y,"2020",기타(E-19),N,"105001",매일쓱싹사업단,세종특별자치시,"3611000000",세종시,"0072083",세종특별자치시,세종시,2023-01-01 00:00:00.000,2023-12-31 00:00:00.000,승인완료,33,"2023년 사업계획서_매일쓱싹사업단_(33명).hwp","2023년 변경사업계획서_매일쓱싹사업단.hwp",N
사회서비스형,"2023-10043",2,"2023",Y,"2020",시니어 컨설턴트(B-11),N,"105001",은빛 찾아드림단,전라북도,"4580000000",부안군,"0000866",전라북도,부안군,2023-01-09 00:00:00.000,2023-12-31 00:00:00.000,승인완료,4,"2023년은빛찾아드림단.hwp",(20230221) 은빛찾아드림단 사업계획서.hwp,N
공익활동형,"2023-10065",9,"2023",Y,"2019",공공의료 및 복지시설 봉사(A-15),N,"105001","2023년 노인일자리(공익활동) 복지시설봉사",부산광역시,"2632000000",북구,"0002923",부산광역시,북구,2023-01-02 00:00:00.000,2023-12-29 00:00:00.000,승인완료,64,"2023년 노인일자리(공익활동) 복지시설봉사 사업계획서 - 남산정복지관.hwp","2023년(공익)복지시설+남산정복지관.hwp",N
사회서비스형,"2023-09909",2,"2023",N,"2023",노인 관련 시설지원(B-07),N,"105001",장기요양 도우미,광주광역시,"2911000000",동구,"0002648",광주광역시,동구,2023-02-01 00:00:00.000,2023-11-30 00:00:00.000,반려,20,"7. 장기요양 도우미.hwp",,Y
공익활동형,"2023-09924",1,"2023",Y,"2019",지역사회 환경개선 봉사(A-16),N,"105001",거리질서홍보봉사단,부산광역시,"2650000000",수영구,"0000952",부산광역시,수영구,2023-01-09 00:00:00.000,2023-12-29 00:00:00.000,반려,60,(거리)2023년 노인 공익활동 사업계획서.hwpx,,Y
시장형,"2023-09960",6,"2023",Y,"2014",참기름 및 장류(E-02),N,"105001",참기름제조판매사업(참방앗간),경상남도,"4817000000",진주시,"0001305",경상남도,진주시,2023-01-01 00:00:00.000,2023-12-31 00:00:00.000,승인완료,10,"2023년 사업계획서(참방앗간).hwp","2023년 사업계획서(참방앗간)-2차변경.hwp",N
공익활동형,"2023-10234",3,"2023",Y,"2006",노노케어(A-01),N,"105001",노노케어,전라남도,"4691000000",신안군,"0000396",전라남도,신안군,2023-01-02 00:00:00.000,2023-12-31 00:00:00.000,승인완료,25,(수정)2023년 노인 공익활동 사업계획서(A-01 노노케어-28명)_신안군20221214.hwp,(수정3)2023년 노인 공익활동 사업계획서(A-01 노노케어-25명)_신안군20230103.hwp,N
시장형,"2023-10243",5,"2023",Y,"2017",카페(E-08),N,"105001",노노카페 시루공방,경기도,"4122000000",평택시,"0001203",경기도,평택시,2023-01-09 00:00:00.000,2023-12-31 00:00:00.000,승인완료,22,"2023년 시장형사업단 사업계획서_평택남부-1209.hwp",,N
공익활동형,"2023-10278",3,"2023",N,"2023",지역사회 환경개선 봉사(A-16),N,"105001",마을공원 지킴이,강원도,"4272000000",홍천군,"0000564",강원도,홍천군,2023-02-01 00:00:00.000,2023-12-31 00:00:00.000,승인완료,160,"6. 마을공원지킴이(공익형)-160명.hwp",,N
공익활동형,"2023-10287",2,"2023",N,"2023",지역사회 환경개선 봉사(A-16),N,"105001",우리동네 환경 수호대,전라북도,"4521000000",김제시,"0000520",전라북도,김제시,2023-01-09 00:00:00.000,2023-12-29 00:00:00.000,승인완료,13,"2023년 노인 공익활동 사업계획서(우리동네 환경 수호대).hwp","2023년 노인 공익활동 사업계획서(우리동네 환경 수호대).hwp",N
사회서비스형,"2023-10304",2,"2023",Y,"2022",기타(B-15),N,"105001",우리동네마니또,서울특별시,"1174000000",강동구,"0006020",서울특별시,강동구,2023-01-16 00:00:00.000,2023-12-31 00:00:00.000,승인완료,10,"2023년 사회서비형 우리동네마니또 사업계획서_10명_임여진.hwp",(변경심사) 2023년+사회서비형+우리동네마니또+사업계획서_10명.hwpx,N
공익활동형,"2023-10238",2,"2023",Y,"2006",공공의료 및 복지시설 봉사(A-15),N,"105001",복지관 지킴이,경기도,"4141000000",군포시,"0000066",경기도,군포시,2023-01-01 00:00:00.000,2023-12-31 00:00:00.000,승인완료,228,"2023년 노인사회활동지원사업_복지관지킴이_사업계획서.pdf",,N
공익활동형,"2023-10266",1,"2023",Y,"2006",경륜전수 활동(A-23),N,"105001",은빛동화구연,대전광역시,"3011000000",동구,"0000726",대전광역시,동구,2023-01-02 00:00:00.000,2023-12-31 00:00:00.000,승인완료,35,"2023년 노인 공익활동 사업계획서(은빛).hwp",,N
공익활동형,"2023-10284",4,"2023",N,"2023",지역사회 환경개선 봉사(A-16),N,"105001",꽃마을 지킴이,강원도,"4272000000",홍천군,"0000564",강원도,홍천군,2023-02-01 00:00:00.000,2023-12-31 00:00:00.000,승인완료,450,"8. 꽃마을지킴이(공익형)-450명.hwp","8.+꽃마을지킴이(공익형)-450명 (1).hwp",N
사회서비스형,"2023-10102",4,"2023",Y,"2019",보육시설(어린이집 등) 지원(B-01),N,"105001","2023년 노인일자리(사회서비스) 보육시설봉사",부산광역시,"2632000000",북구,"0002923",부산광역시,북구,2023-02-01 00:00:00.000,2023-12-29 00:00:00.000,승인완료,2,"2023년 노인일자리(사회서비스) 보육시설봉사 사업계획서 - 남산정복지관.hwp","2023년(사회서비스)+보육시설+사업계획서+남산정복지관.hwp",N
공익활동형,"2023-10133",2,"2023",Y,"2012",공공의료 및 복지시설 봉사(A-15),N,"105001",경로당도우미1,세종특별자치시,"3611000000",세종시,"0000498",세종특별자치시,세종시,2023-01-01 00:00:00.000,2023-12-31 00:00:00.000,승인완료,120,"2023년 노인 공익활동 사업계획서+(경로당도우미1)_12.12.hwp","2023년 노인 공익활동 사업계획서 (경로당도우미1)_변경_1113.hwp",N
사회서비스형,"2023-10204",2,"2023",Y,"2021",기타(B-15),N,"105001",시니어긴급돌봄SOS,서울특별시,"1141000000",서대문구,"0078083",서울특별시,서대문구,2023-02-01 00:00:00.000,2023-12-15 00:00:00.000,승인완료,21,사업계획서_사회서비스형_시니어긴급돌봄SOS_수정정.hwp,"11.사업계획서_사회서비스형_시니어긴급돌봄SOS_수정정정정.hwp",N
공익활동형,"2023-10224",2,"2023",Y,"2019",공원 놀이터 등 공공시설 봉사(A-13),N,"105001",버스승강장가꿈이,세종특별자치시,"3611000000",세종시,"0072083",세종특별자치시,세종시,2023-01-01 00:00:00.000,2023-11-30 00:00:00.000,승인완료,60,"2023년 사업계획서_버스승강장가꿈이.hwp","2023년 변경사업계획서_버스승강장가꿈이.hwp",N
시장형,"2023-10237",3,"2023",Y,"2021",지역영농(E-12),N,"105001",오미자재배,경상남도,"4886000000",산청군,"0366083",경상남도,산청군,2023-01-09 00:00:00.000,2023-12-31 00:00:00.000,승인완료,10,"2023년   (시장형)오미자재배 사업계획서 1222-2.pdf","231004-2   2023년   (시장형)오미자재배 사업계획서.pdf",N
